adapter_view,adapter_sample_type,sample_id,entity_id,generator_id,node_id,bus_id,attached_bus_node_id,task_name,task_type,primary_metric,target_column,target_value,target_value_column,recommended_split_id,recommended_split_family,recommended_partition,grouped_challenge_split_id,grouped_challenge_partition,relative_classification_split_id,relative_classification_partition,balanced_plumbing_split_id,balanced_plumbing_partition,scenario_holdout_split_id,scenario_holdout_partition,benchmark_eligible,split_eligibility,benchmark_core_candidate,challenge_subset,governance_sensitive_flag,governance_sensitive_reason,leakage_group_id,scenario_family,variant_id,scenario_value,label_definition_version,source_release_id,sample_type,dispatch_mw,dispatch_share_of_total_gen,dispatch_positive_flag,top_dispatch_flag,import_dependence_flag,dispatch_proxy_class,cost_class,source_scenario_id,publication_allowed,prov_diagnostic_only,diagnostic_only,generator_top_dispatch_classification_target,generator_dispatch_regression_target,task_membership,benchmark_exclusion_reason,generator_relative_high_dispatch_classification_target,generator_relative_high_dispatch_eligible,eligible_subset,benchmark_role,task_readiness,evaluation_protocol,headline_eligible
generator_risk_supervision,generator_risk_sample,generator|S21_NO_EXTGRID_GEN_ONLY_DCOPF|load_scale_0.1|GENCAND_capacidade-rececao-rnd_1106S5025800_potencia_de_ligacao_ligado_mva_rari,GENCAND_capacidade-rececao-rnd_1106S5025800_potencia_de_ligacao_ligado_mva_rari,GENCAND_capacidade-rececao-rnd_1106S5025800_potencia_de_ligacao_ligado_mva_rari,GENCAND_capacidade-rececao-rnd_1106S5025800_potencia_de_ligacao_ligado_mva_rari,411,411,generator_top_dispatch_classification,binary_classification,average_precision,generator_top_dispatch_classification_target,False,generator_target_value,generator_balanced_recommended_v1,row_balanced_plumbing,test,generator_grouped_entity_primary_v1,train,generator_grouped_entity_relative_dispatch_v1,train,generator_balanced_recommended_v1,test,generator_scenario_family_holdout_v1,train,True,True,True,benchmark_core,False,,generator|GENCAND_capacidade-rececao-rnd_1106S5025800_potencia_de_ligacao_ligado_mva_rari,S21_NO_EXTGRID_GEN_ONLY_DCOPF,load_scale_0.1,0.1,2.0,pt_grid_benchmark_stage3_graph_v1,generator_risk,3.252939998902766,0.0834235844311455,True,False,False,dispatchable_proxy,thermal_proxy,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,False,True,True,False,3.252939998902766,generator_top_dispatch_classification|generator_dispatch_regression|generator_relative_high_dispatch_classification,,False,True,all_benchmark_eligible,CHALLENGE_INSUFFICIENT_SUPPORT,INSUFFICIENT_CORE_POSITIVE_ENTITIES,row_balanced_plumbing_only_no_cross_entity_claim,False
generator_risk_supervision,generator_risk_sample,generator|S21_NO_EXTGRID_GEN_ONLY_DCOPF|load_scale_0.1|GENCAND_capacidade-rececao-rnd_1106S5072500_potencia_de_ligacao_ligado_mva_rari,GENCAND_capacidade-rececao-rnd_1106S5072500_potencia_de_ligacao_ligado_mva_rari,GENCAND_capacidade-rececao-rnd_1106S5072500_potencia_de_ligacao_ligado_mva_rari,GENCAND_capacidade-rececao-rnd_1106S5072500_potencia_de_ligacao_ligado_mva_rari,417,417,generator_top_dispatch_classification,binary_classification,average_precision,generator_top_dispatch_classification_target,False,generator_target_value,generator_balanced_recommended_v1,row_balanced_plumbing,test,generator_grouped_entity_primary_v1,train,generator_grouped_entity_relative_dispatch_v1,train,generator_balanced_recommended_v1,test,generator_scenario_family_holdout_v1,train,True,True,True,benchmark_core,False,,generator|GENCAND_capacidade-rececao-rnd_1106S5072500_potencia_de_ligacao_ligado_mva_rari,S21_NO_EXTGRID_GEN_ONLY_DCOPF,load_scale_0.1,0.1,2.0,pt_grid_benchmark_stage3_graph_v1,generator_risk,0.6009348502042012,0.0154113322811173,True,False,False,dispatchable_proxy,generic_dispatch_proxy,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,False,True,True,False,0.6009348502042012,generator_top_dispatch_classification|generator_dispatch_regression|generator_relative_high_dispatch_classification,,False,True,all_benchmark_eligible,CHALLENGE_INSUFFICIENT_SUPPORT,INSUFFICIENT_CORE_POSITIVE_ENTITIES,row_balanced_plumbing_only_no_cross_entity_claim,False
generator_risk_supervision,generator_risk_sample,generator|S21_NO_EXTGRID_GEN_ONLY_DCOPF|load_scale_0.1|GENCAND_capacidade-rececao-rnd_1106S5099600_potencia_de_ligacao_ligado_mva_rari,GENCAND_capacidade-rececao-rnd_1106S5099600_potencia_de_ligacao_ligado_mva_rari,GENCAND_capacidade-rececao-rnd_1106S5099600_potencia_de_ligacao_ligado_mva_rari,GENCAND_capacidade-rececao-rnd_1106S5099600_potencia_de_ligacao_ligado_mva_rari,419,419,generator_top_dispatch_classification,binary_classification,average_precision,generator_top_dispatch_classification_target,False,generator_target_value,generator_balanced_recommended_v1,row_balanced_plumbing,test,generator_grouped_entity_primary_v1,train,generator_grouped_entity_relative_dispatch_v1,train,generator_balanced_recommended_v1,test,generator_scenario_family_holdout_v1,train,True,True,True,benchmark_core,False,,generator|GENCAND_capacidade-rececao-rnd_1106S5099600_potencia_de_ligacao_ligado_mva_rari,S21_NO_EXTGRID_GEN_ONLY_DCOPF,load_scale_0.1,0.1,2.0,pt_grid_benchmark_stage3_graph_v1,generator_risk,3.7889386725107177e-10,9.716958977332756e-12,True,False,False,dispatchable_proxy,urban_injection_proxy,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,False,True,True,False,3.7889386725107177e-10,generator_top_dispatch_classification|generator_dispatch_regression|generator_relative_high_dispatch_classification,,False,True,all_benchmark_eligible,CHALLENGE_INSUFFICIENT_SUPPORT,INSUFFICIENT_CORE_POSITIVE_ENTITIES,row_balanced_plumbing_only_no_cross_entity_claim,False
generator_risk_supervision,generator_risk_sample,generator|S21_NO_EXTGRID_GEN_ONLY_DCOPF|load_scale_0.1|GENCAND_capacidade-rececao-rnd_1106S5200200_potencia_de_ligacao_ligado_mva_rari,GENCAND_capacidade-rececao-rnd_1106S5200200_potencia_de_ligacao_ligado_mva_rari,GENCAND_capacidade-rececao-rnd_1106S5200200_potencia_de_ligacao_ligado_mva_rari,GENCAND_capacidade-rececao-rnd_1106S5200200_potencia_de_ligacao_ligado_mva_rari,425,425,generator_top_dispatch_classification,binary_classification,average_precision,generator_top_dispatch_classification_target,False,generator_target_value,generator_balanced_recommended_v1,row_balanced_plumbing,test,generator_grouped_entity_primary_v1,train,generator_grouped_entity_relative_dispatch_v1,train,generator_balanced_recommended_v1,test,generator_scenario_family_holdout_v1,train,True,True,True,benchmark_core,False,,generator|GENCAND_capacidade-rececao-rnd_1106S5200200_potencia_de_ligacao_ligado_mva_rari,S21_NO_EXTGRID_GEN_ONLY_DCOPF,load_scale_0.1,0.1,2.0,pt_grid_benchmark_stage3_graph_v1,generator_risk,0.0861524048056158,0.0022094297523691,True,False,False,dispatchable_proxy,generic_dispatch_proxy,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,False,True,True,False,0.0861524048056158,generator_top_dispatch_classification|generator_dispatch_regression|generator_relative_high_dispatch_classification,,False,True,all_benchmark_eligible,CHALLENGE_INSUFFICIENT_SUPPORT,INSUFFICIENT_CORE_POSITIVE_ENTITIES,row_balanced_plumbing_only_no_cross_entity_claim,False
generator_risk_supervision,generator_risk_sample,generator|S21_NO_EXTGRID_GEN_ONLY_DCOPF|load_scale_0.1|GENCAND_capacidade-rececao-rnd_1106S5200300_potencia_de_ligacao_ligado_mva_rari,GENCAND_capacidade-rececao-rnd_1106S5200300_potencia_de_ligacao_ligado_mva_rari,GENCAND_capacidade-rececao-rnd_1106S5200300_potencia_de_ligacao_ligado_mva_rari,GENCAND_capacidade-rececao-rnd_1106S5200300_potencia_de_ligacao_ligado_mva_rari,427,427,generator_top_dispatch_classification,binary_classification,average_precision,generator_top_dispatch_classification_target,False,generator_target_value,generator_balanced_recommended_v1,row_balanced_plumbing,test,generator_grouped_entity_primary_v1,train,generator_grouped_entity_relative_dispatch_v1,train,generator_balanced_recommended_v1,test,generator_scenario_family_holdout_v1,train,True,True,True,benchmark_core,False,,generator|GENCAND_capacidade-rececao-rnd_1106S5200300_potencia_de_ligacao_ligado_mva_rari,S21_NO_EXTGRID_GEN_ONLY_DCOPF,load_scale_0.1,0.1,2.0,pt_grid_benchmark_stage3_graph_v1,generator_risk,0.0912766991046989,0.0023408453328144,True,False,False,dispatchable_proxy,generic_dispatch_proxy,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,False,True,True,False,0.0912766991046989,generator_top_dispatch_classification|generator_dispatch_regression|generator_relative_high_dispatch_classification,,False,True,all_benchmark_eligible,CHALLENGE_INSUFFICIENT_SUPPORT,INSUFFICIENT_CORE_POSITIVE_ENTITIES,row_balanced_plumbing_only_no_cross_entity_claim,False
generator_risk_supervision,generator_risk_sample,generator|S21_NO_EXTGRID_GEN_ONLY_DCOPF|load_scale_0.1|GENCAND_capacidade-rececao-rnd_1106S5244000_potencia_de_ligacao_ligado_mva_rari,GENCAND_capacidade-rececao-rnd_1106S5244000_potencia_de_ligacao_ligado_mva_rari,GENCAND_capacidade-rececao-rnd_1106S5244000_potencia_de_ligacao_ligado_mva_rari,GENCAND_capacidade-rececao-rnd_1106S5244000_potencia_de_ligacao_ligado_mva_rari,431,431,generator_top_dispatch_classification,binary_classification,average_precision,generator_top_dispatch_classification_target,False,generator_target_value,generator_balanced_recommended_v1,row_balanced_plumbing,test,generator_grouped_entity_primary_v1,train,generator_grouped_entity_relative_dispatch_v1,train,generator_balanced_recommended_v1,test,generator_scenario_family_holdout_v1,train,True,True,True,benchmark_core,False,,generator|GENCAND_capacidade-rececao-rnd_1106S5244000_potencia_de_ligacao_ligado_mva_rari,S21_NO_EXTGRID_GEN_ONLY_DCOPF,load_scale_0.1,0.1,2.0,pt_grid_benchmark_stage3_graph_v1,generator_risk,3.7889408127712375e-10,9.716964466158379e-12,True,False,False,dispatchable_proxy,urban_injection_proxy,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,False,True,True,False,3.7889408127712375e-10,generator_top_dispatch_classification|generator_dispatch_regression|generator_relative_high_dispatch_classification,,False,True,all_benchmark_eligible,CHALLENGE_INSUFFICIENT_SUPPORT,INSUFFICIENT_CORE_POSITIVE_ENTITIES,row_balanced_plumbing_only_no_cross_entity_claim,False
generator_risk_supervision,generator_risk_sample,generator|S21_NO_EXTGRID_GEN_ONLY_DCOPF|load_scale_0.1|GENCAND_capacidade-rececao-rnd_1106S5478000_potencia_de_ligacao_ligado_mva_rari,GENCAND_capacidade-rececao-rnd_1106S5478000_potencia_de_ligacao_ligado_mva_rari,GENCAND_capacidade-rececao-rnd_1106S5478000_potencia_de_ligacao_ligado_mva_rari,GENCAND_capacidade-rececao-rnd_1106S5478000_potencia_de_ligacao_ligado_mva_rari,439,439,generator_top_dispatch_classification,binary_classification,average_precision,generator_top_dispatch_classification_target,False,generator_target_value,generator_balanced_recommended_v1,row_balanced_plumbing,train,generator_grouped_entity_primary_v1,validation,generator_grouped_entity_relative_dispatch_v1,validation,generator_balanced_recommended_v1,train,generator_scenario_family_holdout_v1,train,True,True,True,benchmark_core,False,,generator|GENCAND_capacidade-rececao-rnd_1106S5478000_potencia_de_ligacao_ligado_mva_rari,S21_NO_EXTGRID_GEN_ONLY_DCOPF,load_scale_0.1,0.1,2.0,pt_grid_benchmark_stage3_graph_v1,generator_risk,0.1942184968531659,0.0049808490706208,True,False,False,dispatchable_proxy,generic_dispatch_proxy,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,False,True,True,False,0.1942184968531659,generator_top_dispatch_classification|generator_dispatch_regression|generator_relative_high_dispatch_classification,,False,True,all_benchmark_eligible,CHALLENGE_INSUFFICIENT_SUPPORT,INSUFFICIENT_CORE_POSITIVE_ENTITIES,row_balanced_plumbing_only_no_cross_entity_claim,False
generator_risk_supervision,generator_risk_sample,generator|S21_NO_EXTGRID_GEN_ONLY_DCOPF|load_scale_0.1|GENCAND_capacidade-rececao-rnd_1106S5716600_potencia_de_ligacao_ligado_mva_rari,GENCAND_capacidade-rececao-rnd_1106S5716600_potencia_de_ligacao_ligado_mva_rari,GENCAND_capacidade-rececao-rnd_1106S5716600_potencia_de_ligacao_ligado_mva_rari,GENCAND_capacidade-rececao-rnd_1106S5716600_potencia_de_ligacao_ligado_mva_rari,441,441,generator_top_dispatch_classification,binary_classification,average_precision,generator_top_dispatch_classification_target,False,generator_target_value,generator_balanced_recommended_v1,row_balanced_plumbing,train,generator_grouped_entity_primary_v1,validation,generator_grouped_entity_relative_dispatch_v1,validation,generator_balanced_recommended_v1,train,generator_scenario_family_holdout_v1,train,True,True,True,benchmark_core,False,,generator|GENCAND_capacidade-rececao-rnd_1106S5716600_potencia_de_ligacao_ligado_mva_rari,S21_NO_EXTGRID_GEN_ONLY_DCOPF,load_scale_0.1,0.1,2.0,pt_grid_benchmark_stage3_graph_v1,generator_risk,0.2630428460068433,0.0067458905114335,True,False,False,dispatchable_proxy,generic_dispatch_proxy,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,False,True,True,False,0.2630428460068433,generator_top_dispatch_classification|generator_dispatch_regression|generator_relative_high_dispatch_classification,,False,True,all_benchmark_eligible,CHALLENGE_INSUFFICIENT_SUPPORT,INSUFFICIENT_CORE_POSITIVE_ENTITIES,row_balanced_plumbing_only_no_cross_entity_claim,False
generator_risk_supervision,generator_risk_sample,generator|S21_NO_EXTGRID_GEN_ONLY_DCOPF|load_scale_0.1|GENCAND_capacidade-rececao-rnd_1106S5800000_potencia_de_ligacao_ligado_mva_rari,GENCAND_capacidade-rececao-rnd_1106S5800000_potencia_de_ligacao_ligado_mva_rari,GENCAND_capacidade-rececao-rnd_1106S5800000_potencia_de_ligacao_ligado_mva_rari,GENCAND_capacidade-rececao-rnd_1106S5800000_potencia_de_ligacao_ligado_mva_rari,445,445,generator_top_dispatch_classification,binary_classification,average_precision,generator_top_dispatch_classification_target,False,generator_target_value,generator_balanced_recommended_v1,row_balanced_plumbing,train,generator_grouped_entity_primary_v1,validation,generator_grouped_entity_relative_dispatch_v1,validation,generator_balanced_recommended_v1,train,generator_scenario_family_holdout_v1,train,True,True,True,benchmark_core,False,,generator|GENCAND_capacidade-rececao-rnd_1106S5800000_potencia_de_ligacao_ligado_mva_rari,S21_NO_EXTGRID_GEN_ONLY_DCOPF,load_scale_0.1,0.1,2.0,pt_grid_benchmark_stage3_graph_v1,generator_risk,3.7889386740102286e-10,9.71695898117834e-12,True,False,False,dispatchable_proxy,urban_injection_proxy,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,False,True,True,False,3.7889386740102286e-10,generator_top_dispatch_classification|generator_dispatch_regression|generator_relative_high_dispatch_classification,,False,True,all_benchmark_eligible,CHALLENGE_INSUFFICIENT_SUPPORT,INSUFFICIENT_CORE_POSITIVE_ENTITIES,row_balanced_plumbing_only_no_cross_entity_claim,False
generator_risk_supervision,generator_risk_sample,generator|S21_NO_EXTGRID_GEN_ONLY_DCOPF|load_scale_0.1|GENCAND_capacidade-rececao-rnd_1106S5815000_potencia_de_ligacao_ligado_mva_rari,GENCAND_capacidade-rececao-rnd_1106S5815000_potencia_de_ligacao_ligado_mva_rari,GENCAND_capacidade-rececao-rnd_1106S5815000_potencia_de_ligacao_ligado_mva_rari,GENCAND_capacidade-rececao-rnd_1106S5815000_potencia_de_ligacao_ligado_mva_rari,449,449,generator_top_dispatch_classification,binary_classification,average_precision,generator_top_dispatch_classification_target,False,generator_target_value,generator_balanced_recommended_v1,row_balanced_plumbing,train,generator_grouped_entity_primary_v1,validation,generator_grouped_entity_relative_dispatch_v1,validation,generator_balanced_recommended_v1,train,generator_scenario_family_holdout_v1,train,True,True,True,benchmark_core,False,,generator|GENCAND_capacidade-rececao-rnd_1106S5815000_potencia_de_ligacao_ligado_mva_rari,S21_NO_EXTGRID_GEN_ONLY_DCOPF,load_scale_0.1,0.1,2.0,pt_grid_benchmark_stage3_graph_v1,generator_risk,3.788938752460872e-10,9.71695918236969e-12,True,False,False,dispatchable_proxy,urban_injection_proxy,S30_PARALLEL_EQUIVALENT_ATPL_00147_DIAGNOSTIC,False,True,True,False,3.788938752460872e-10,generator_top_dispatch_classification|generator_dispatch_regression|generator_relative_high_dispatch_classification,,False,True,all_benchmark_eligible,CHALLENGE_INSUFFICIENT_SUPPORT,INSUFFICIENT_CORE_POSITIVE_ENTITIES,row_balanced_plumbing_only_no_cross_entity_claim,False
