facility_id,source,source_status,facility_type,name,normalized_name,code,voltage_kv,lon,lat,tags_json
EREDES:0712S5042500,E-REDES,DIRECT_EREDES,substation,VENDAS NOVAS,vendas novas,0712S5042500,60,-8.44766656854912,38.6723031595959,{}
EREDES:1802S5010800,E-REDES,DIRECT_EREDES,substation,CARREGAL DO SAL,carregal do sal,1802S5010800,60,-7.98044979216946,40.4426165017856,{}
EREDES:1823S5004600,E-REDES,DIRECT_EREDES,substation,ORGENS,orgens,1823S5004600,60,-7.93723999932175,40.6760200015095,{}
EREDES:1823S5009700,E-REDES,DIRECT_EREDES,substation,VISO,viso,1823S5009700,60,-7.88241967267539,40.6575955371207,{}
EREDES:1805S5011300,E-REDES,DIRECT_EREDES,substation,LAMEGO,lamego,1805S5011300,60,-7.80566624448477,41.0906337901574,{}
EREDES:1805S5001700,E-REDES,DIRECT_EREDES,substation,VAROSA,varosa,1805S5001700,60,-7.77572914455816,41.1406439830133,{}
EREDES:1821S5009100,E-REDES,DIRECT_EREDES,substation,TONDELA,tondela,1821S5009100,60,-8.08401318103691,40.5254778109476,{}
EREDES:1807S5009800,E-REDES,DIRECT_EREDES,substation,VILA DA RUA,vila da rua,1807S5009800,60,-7.56732997024902,40.9445336230024,{}
EREDES:0907S5024600,E-REDES,DIRECT_EREDES,substation,CASAL DE CINZA,casal de cinza,0907S5024600,60,-7.21050387588245,40.5313144839516,{}
EREDES:0911S5007300,E-REDES,DIRECT_EREDES,substation,CERDEIRA,cerdeira,0911S5007300,60,-7.04581549070247,40.5164712180614,{}
EREDES:0913S5007500,E-REDES,DIRECT_EREDES,substation,TRANCOSO,trancoso,0913S5007500,60,-7.35180674860509,40.7812121003611,{}
EREDES:1703S5004900,E-REDES,DIRECT_EREDES,substation,CHAVES,chaves,1703S5004900,60,-7.47741367184995,41.7148629902354,{}
EREDES:1703S5002100,E-REDES,DIRECT_EREDES,substation,VIDAGO,vidago,1703S5002100,60,-7.56847607584034,41.6411898790134,{}
EREDES:1714S5022900,E-REDES,DIRECT_EREDES,substation,JORJAIS,jorjais,1714S5022900,60,-7.70359922966106,41.3416253853839,{}
EREDES:1714S5006100,E-REDES,DIRECT_EREDES,substation,TELHEIRA,telheira,1714S5006100,60,-7.76007205306067,41.29231971665,{}
EREDES:1706S5015000,E-REDES,DIRECT_EREDES,substation,MORGADE,morgade,1706S5015000,60,-7.74181533082984,41.7621767127496,{}
EREDES:1701S5003400,E-REDES,DIRECT_EREDES,substation,PINHÃO,pinhao,1701S5003400,60,-7.5418410227368,41.1933313490469,{}
EREDES:1105S5396000,E-REDES,DIRECT_EREDES,substation,ALCOITÃO,alcoitao,1105S5396000,60,-9.39539996453389,38.7359157581001,{}
EREDES:1105S5250000,E-REDES,DIRECT_EREDES,substation,BIRRE,birre,1105S5250000,60,-9.4429923291409,38.7230901514163,{}
EREDES:1105S5413000,E-REDES,DIRECT_EREDES,substation,PAREDE,parede,1105S5413000,60,-9.34652026685469,38.6872269352874,{}
EREDES:1106S5275000,E-REDES,DIRECT_EREDES,substation,AEROPORTO,aeroporto,1106S5275000,60,-9.1258169458245,38.7749889477088,{}
EREDES:1106S5200300,E-REDES,DIRECT_EREDES,substation,ALAMEDA,alameda,1106S5200300,60,-9.13614092174014,38.7369142277977,{}
EREDES:1106S5815000,E-REDES,DIRECT_EREDES,substation,ALTO DO LUMIAR,alto do lumiar,1106S5815000,60,-9.15351290389785,38.7782321851854,{}
EREDES:1106S5907000,E-REDES,DIRECT_EREDES,substation,BOAVISTA (NOVA),boavista nova,1106S5907000,60,-9.14816366051656,38.7085816289309,{}
EREDES:1106S5728000,E-REDES,DIRECT_EREDES,substation,COLOMBO,colombo,1106S5728000,60,-9.18631762165254,38.7555470676655,{}
EREDES:1106S5900100,E-REDES,DIRECT_EREDES,substation,GAGO COUTINHO,gago coutinho,1106S5900100,60,-9.13002633107935,38.7497497781229,{}
EREDES:1106S5045000,E-REDES,DIRECT_EREDES,substation,SÃO CIRO,sao ciro,1106S5045000,60,-9.16181312089379,38.7122270096857,{}
EREDES:1106S5072500,E-REDES,DIRECT_EREDES,substation,SENHOR ROUBADO,senhor roubado,1106S5072500,60,-9.16931418314624,38.7853193952848,{}
EREDES:1114S5140100,E-REDES,DIRECT_EREDES,substation,ALHANDRA,alhandra,1114S5140100,60,-9.01462395601946,38.9218955885683,{}
EREDES:1114S5340500,E-REDES,DIRECT_EREDES,substation,AREIAS (VFX),areias vfx,1114S5340500,60,-8.97582615568302,38.9756466880235,{}
EREDES:1114S5192200,E-REDES,DIRECT_EREDES,substation,PÓVOA,povoa,1114S5192200,60,-9.07432559463732,38.8591289576821,{}
EREDES:1110S5117100,E-REDES,DIRECT_EREDES,substation,FIGUEIRINHA,figueirinha,1110S5117100,60,-9.30622232991683,38.6959924690907,{}
EREDES:1113S5900500,E-REDES,DIRECT_EREDES,substation,TORRES VEDRAS SUL,torres vedras sul,1113S5900500,60,-9.26624557139885,39.0745742098773,{}
EREDES:1111S5905700,E-REDES,DIRECT_EREDES,substation,GODIGANA,godigana,1111S5905700,60,-9.37319190353444,38.8626273459496,{}
EREDES:1111S5377000,E-REDES,DIRECT_EREDES,substation,QUELUZ,queluz,1111S5377000,60,-9.25632226191825,38.7557008178834,{}
EREDES:1115S5480500,E-REDES,DIRECT_EREDES,substation,REBOLEIRA,reboleira,1115S5480500,60,-9.23235979612952,38.7524282216842,{}
EREDES:1103S5191400,E-REDES,DIRECT_EREDES,substation,ESPADANAL,espadanal,1103S5191400,60,-8.90704442701386,39.0524270087923,{}
EREDES:0409S5025200,E-REDES,DIRECT_EREDES,substation,AÇOREIRA,acoreira,0409S5025200,60,-7.12319905626291,41.1373175004706,{}
EREDES:0102S5010600,E-REDES,DIRECT_EREDES,substation,VISTA ALEGRE,vista alegre,0102S5010600,60,-8.49929605416157,40.7055561247385,{}
EREDES:0113S5011100,E-REDES,DIRECT_EREDES,substation,CARREGOSA,carregosa,0113S5011100,60,-8.43515982156,40.8937818311094,{}
EREDES:0109S5009200,E-REDES,DIRECT_EREDES,substation,RIO MEÃO,rio meao,0109S5009200,60,-8.58748322135081,40.959133792343,{}
EREDES:0109S5010000,E-REDES,DIRECT_EREDES,substation,SÃO JOÃO DA MADEIRA,sao joao da madeira,0109S5010000,60,-8.50224775536531,40.9034348503888,{}
EREDES:0613S5003800,E-REDES,DIRECT_EREDES,substation,AGUIEIRA,aguieira,0613S5003800,60,-8.19708840151497,40.3364688332381,{}
EREDES:0603S5022800,E-REDES,DIRECT_EREDES,substation,ANTANHOL,antanhol,0603S5022800,60,-8.46401484344241,40.1797699302467,{}
EREDES:0804S5060600,E-REDES,DIRECT_EREDES,substation,ALDEIA NOVA,aldeia nova,0804S5060600,60,-7.47281821458305,37.1844431989181,{}
EREDES:0814S5060300,E-REDES,DIRECT_EREDES,substation,CACHOPO,cachopo,0814S5060300,60,-7.81978611458765,37.3567001843327,{}
EREDES:0814S5062600,E-REDES,DIRECT_EREDES,substation,TAVIRA,tavira,0814S5062600,60,-7.67001960292178,37.1272916474179,{}
EREDES:1501S5053800,E-REDES,DIRECT_EREDES,substation,ALCÁCER DO SAL,alcacer do sal,1501S5053800,60,-8.51219026920227,38.3841695399754,{}
EREDES:1503S5021500,E-REDES,DIRECT_EREDES,substation,MUTELA,mutela,1503S5021500,60,-9.15365090614543,38.6743835659176,{}
EREDES:1503S5021100,E-REDES,DIRECT_EREDES,substation,PORTAGEM,portagem,1503S5021100,60,-9.17478697522116,38.6718270084547,{}
EREDES:1503S5020400,E-REDES,DIRECT_EREDES,substation,SOBREDA,sobreda,1503S5020400,60,-9.17668132681433,38.6478295674654,{}
EREDES:1512S5032400,E-REDES,DIRECT_EREDES,substation,BRASIL,brasil,1512S5032400,60,-8.88730268220072,38.5293199641337,{}
EREDES:1508S5902400,E-REDES,DIRECT_EREDES,substation,PINHAL NOVO,pinhal novo,1508S5902400,60,-8.90410495381109,38.6594173890094,{}
EREDES:1508S5903500,E-REDES,DIRECT_EREDES,substation,QUINTA DO ANJO,quinta do anjo,1508S5903500,60,-8.96856395855957,38.5794199080201,{}
EREDES:1507S5900600,E-REDES,DIRECT_EREDES,substation,MONTIJO,montijo,1507S5900600,60,-8.93773058465794,38.7031082075198,{}
EREDES:1507S5030900,E-REDES,DIRECT_EREDES,substation,PEGÕES,pegoes,1507S5030900,60,-8.61353563507317,38.6894674275082,{}
EREDES:1509S5054000,E-REDES,DIRECT_EREDES,substation,SANTIAGO,santiago,1509S5054000,60,-8.67507310256394,38.024901738891,{}
EREDES:1502S5030600,E-REDES,DIRECT_EREDES,substation,SÃO FRANCISCO,sao francisco,1502S5030600,60,-8.97229933709246,38.7266963070105,{}
EREDES:1207S5767100,E-REDES,DIRECT_EREDES,substation,ALCÁÇOVA,alcacova,1207S5767100,60,-7.16938433645039,38.887179926942,{}
EREDES:1214S5681500,E-REDES,DIRECT_EREDES,substation,SÃO VICENTE,sao vicente,1214S5681500,60,-7.44621770504133,39.319170621183,{}
EREDES:0502S5006900,E-REDES,DIRECT_EREDES,substation,TALAGUEIRA,talagueira,0502S5006900,60,-7.52060359032536,39.8222848887065,{}
EREDES:0503S5006700,E-REDES,DIRECT_EREDES,substation,TORTOSENDO,tortosendo,0503S5006700,60,-7.51312261195989,40.2524811085836,{}
EREDES:1416S5106800,E-REDES,DIRECT_EREDES,substation,FONTAINHAS,fontainhas,1416S5106800,60,-8.72576194794212,39.2473941408176,{}
EREDES:1416S5901800,E-REDES,DIRECT_EREDES,substation,VALE FIGUEIRA,vale figueira,1416S5901800,60,-8.63054685172559,39.3324486385034,{}
EREDES:1406S5192700,E-REDES,DIRECT_EREDES,substation,CRUZ DO CAMPO,cruz do campo,1406S5192700,60,-8.81987793989929,39.1215882033167,{}
EREDES:1001S5004200,E-REDES,DIRECT_EREDES,substation,CASAL DA AREIA,casal da areia,1001S5004200,60,-8.99498250683085,39.6132475776226,{}
EREDES:1001S5001300,E-REDES,DIRECT_EREDES,substation,CELA,cela,1001S5001300,60,-9.05143473298618,39.5270530768576,{}
EREDES:1009S5002100,E-REDES,DIRECT_EREDES,substation,AZÓIA,azoia,1009S5002100,60,-8.81968348257506,39.7020765770667,{}
EREDES:1006S5003000,E-REDES,DIRECT_EREDES,substation,CALDAS DA RAINHA,caldas da rainha,1006S5003000,60,-9.13168383147573,39.3972188117147,{}
EREDES:1012S5000500,E-REDES,DIRECT_EREDES,substation,SANCHEIRA,sancheira,1012S5000500,60,-9.08214846324543,39.3555031658027,{}
EREDES:1315S5007300,E-REDES,DIRECT_EREDES,substation,ALFENA,alfena,1315S5007300,60,-8.535870893396,41.2262209908111,{}
EREDES:1315S5012200,E-REDES,DIRECT_EREDES,substation,VALONGO,valongo,1315S5012200,60,-8.48242570252184,41.1858381077185,{}
EREDES:1308S5000500,E-REDES,DIRECT_EREDES,substation,AMIEIRA,amieira,1308S5000500,60,-8.62060643483679,41.1858546039765,{}
EREDES:1308S5005900,E-REDES,DIRECT_EREDES,substation,SANTA CRUZ DO BISPO,santa cruz do bispo,1308S5005900,60,-8.6775009751506,41.212045093956,{}
EREDES:1311S5012400,E-REDES,DIRECT_EREDES,substation,BUSTELO,bustelo,1311S5012400,60,-8.25959227336238,41.2268109571168,{}
EREDES:1311S5006900,E-REDES,DIRECT_EREDES,substation,ENTRE-OS-RIOS,entre os rios,1311S5006900,60,-8.29340111120722,41.1072832673245,{}
EREDES:1311S5023500,E-REDES,DIRECT_EREDES,substation,SANTIAGO DE SUBARRIFANA,santiago de subarrifana,1311S5023500,60,-8.30474173898073,41.2155747336377,{}
EREDES:1304S5009400,E-REDES,DIRECT_EREDES,substation,JOVIM,jovim,1304S5009400,60,-8.50965709646801,41.1044207807402,{}
EREDES:1303S5021400,E-REDES,DIRECT_EREDES,substation,SOUSA,sousa,1303S5021400,60,-8.2509864716005,41.3542105563438,{}
EREDES:1317S5005200,E-REDES,DIRECT_EREDES,substation,PEDROSO,pedroso,1317S5005200,60,-8.55529669389395,41.0576119332299,{}
EREDES:1317S5020400,E-REDES,DIRECT_EREDES,substation,SERZEDO,serzedo,1317S5020400,60,-8.60898026167858,41.0484002534432,{}
EREDES:1317S5001800,E-REDES,DIRECT_EREDES,substation,VILAR DO PARAÍSO,vilar do paraiso,1317S5001800,60,-8.62109093971481,41.0884102122766,{}
EREDES:0213S5050300,E-REDES,DIRECT_EREDES,substation,SERPA,serpa,0213S5050300,60,-7.59820656328118,37.9502615875986,{}
EREDES:0302S5022200,E-REDES,DIRECT_EREDES,substation,LIJÓ,lijo,0302S5022200,60,-8.61267500183666,41.5622992750814,{}
EREDES:0303S5000400,E-REDES,DIRECT_EREDES,substation,BRAGA,braga,0303S5000400,60,-8.4212842374996,41.5415317179847,{}
EREDES:0303S5020700,E-REDES,DIRECT_EREDES,substation,LAMAS,lamas,0303S5020700,60,-8.43195233319339,41.4967091125347,{}
EREDES:0303S5006500,E-REDES,DIRECT_EREDES,substation,SÃO MARTINHO DE DUME,sao martinho de dume,0303S5006500,60,-8.43258896359715,41.5735348630348,{}
EREDES:0312S5002700,E-REDES,DIRECT_EREDES,substation,LOUSADO,lousado,0312S5002700,60,-8.54395851094344,41.3578995386367,{}
EREDES:0312S5008500,E-REDES,DIRECT_EREDES,substation,RUIVÃES,ruivaes,0312S5008500,60,-8.44523515571964,41.4052353812598,{}
EREDES:0307S5004400,E-REDES,DIRECT_EREDES,substation,FAFE,fafe,0307S5004400,60,-8.1769881181641,41.4458790603869,{}
EREDES:0305S5012300,E-REDES,DIRECT_EREDES,substation,FERMIL DE BASTO,fermil de basto,0305S5012300,60,-7.99171907597228,41.4271800153238,{}
EREDES:0306S5004700,E-REDES,DIRECT_EREDES,substation,FONTE BOA,fonte boa,0306S5004700,60,-8.73007470527775,41.5005301080802,{}
EREDES:0308S5008400,E-REDES,DIRECT_EREDES,substation,GUIMARÃES,guimaraes,0308S5008400,60,-8.29831204530944,41.4289328379732,{}
EREDES:0308S5001900,E-REDES,DIRECT_EREDES,substation,PEVIDÉM,pevidem,0308S5001900,60,-8.36083486062431,41.4297029492454,{}
EREDES:0313S5020100,E-REDES,DIRECT_EREDES,substation,TURIZ,turiz,0313S5020100,60,-8.46479277771887,41.6368745140645,{}
EREDES:1609S5025600,E-REDES,DIRECT_EREDES,substation,LANHESES,lanheses,1609S5025600,60,-8.68602777809609,41.7510083349637,{}
EREDES:1609S5001100,E-REDES,DIRECT_EREDES,substation,SANTA MARTA DE PORTUZELO,santa marta de portuzelo,1609S5001100,60,-8.77925159305336,41.7067809083379,{}
EREDES:1609S5011200,E-REDES,DIRECT_EREDES,substation,SÃO ROMÃO DE NEIVA,sao romao de neiva,1609S5011200,60,-8.76559653343121,41.6285587555033,{}
EREDES:1601S5024900,E-REDES,DIRECT_EREDES,substation,MOGUEIRAS,mogueiras,1601S5024900,60,-8.4412427199166,41.8236939827679,{}
EREDES:1107S5097500,E-REDES,DIRECT_EREDES,substation,MOSCAVIDE,moscavide,1107S5097500,60,-9.10482408960698,38.784127838019,{}
EREDES:1116S5903800,E-REDES,DIRECT_EREDES,substation,CANEÇAS,canecas,1116S5903800,60,-9.21407372833929,38.8050685410114,{}
EREDES:1109S5905600,E-REDES,DIRECT_EREDES,substation,GRADIL,gradil,1109S5905600,60,-9.26357491471727,38.9765202286696,{}
EREDES:1109S5430000,E-REDES,DIRECT_EREDES,substation,MAFRA,mafra,1109S5430000,60,-9.29747757718589,38.9052957353604,{}
EREDES:1109S5902500,E-REDES,DIRECT_EREDES,substation,VENDA DO PINHEIRO,venda do pinheiro,1109S5902500,60,-9.21776982270913,38.924038402017,{}
EREDES:1108S5729600,E-REDES,DIRECT_EREDES,substation,LOURINHÃ,lourinha,1108S5729600,60,-9.30652125078136,39.2457474285887,{}
EREDES:0407S5014900,E-REDES,DIRECT_EREDES,substation,MIRANDELA,mirandela,0407S5014900,60,-7.18673240519681,41.4724477760407,{}
EREDES:0115S5000800,E-REDES,DIRECT_EREDES,substation,ARADA,arada,0115S5000800,60,-8.60826604501897,40.9075920467726,{}
EREDES:0115S5008100,E-REDES,DIRECT_EREDES,substation,OVAR,ovar,0115S5008100,60,-8.6071060883818,40.8605998239728,{}
EREDES:0104S5000900,E-REDES,DIRECT_EREDES,substation,AROUCA,arouca,0104S5000900,60,-8.27886319721498,40.9242205177792,{}
EREDES:0110S5007800,E-REDES,DIRECT_EREDES,substation,ÍLHAVO,ilhavo,0110S5007800,60,-8.65334783901329,40.5880066367729,{}
EREDES:0111S5006200,E-REDES,DIRECT_EREDES,substation,PAMPILHOSA,pampilhosa,0111S5006200,60,-8.42842412554117,40.3462380055416,{}
EREDES:0117S5023700,E-REDES,DIRECT_EREDES,substation,SEVER DO VOUGA,sever do vouga,0117S5023700,60,-8.37579230546136,40.7417661451533,{}
EREDES:0601S5003100,E-REDES,DIRECT_EREDES,substation,FRONHAS,fronhas,0601S5003100,60,-8.16086477435781,40.2480601949426,{}
EREDES:0602S5004300,E-REDES,DIRECT_EREDES,substation,TOCHA,tocha,0602S5004300,60,-8.7280822579437,40.332546159571,{}
EREDES:0605S5005800,E-REDES,DIRECT_EREDES,substation,GALA,gala,0605S5005800,60,-8.84770941860087,40.1180180418741,{}
EREDES:0608S5006500,E-REDES,DIRECT_EREDES,substation,MIRA,mira,0608S5006500,60,-8.72258216761928,40.4275322143576,{}
EREDES:0813S5062400,E-REDES,DIRECT_EREDES,substation,TUNES,tunes,0813S5062400,60,-8.26265211307154,37.1644338506322,{}
EREDES:0805S5063500,E-REDES,DIRECT_EREDES,substation,FARO,faro,0805S5063500,60,-7.94115490020157,37.0278072762541,{}
EREDES:0805S5062500,E-REDES,DIRECT_EREDES,substation,TORRE NATAL,torre natal,0805S5062500,60,-7.90421596380011,37.038265998869,{}
EREDES:0812S5062100,E-REDES,DIRECT_EREDES,substation,SÃO BRÁS DE ALPORTEL,sao bras de alportel,0812S5062100,60,-7.8927256705816,37.1493771641207,{}
EREDES:0815S5061600,E-REDES,DIRECT_EREDES,substation,VILA DO BISPO,vila do bispo,0815S5061600,60,-8.90997690391322,37.0793171812525,{}
EREDES:1504S5020300,E-REDES,DIRECT_EREDES,substation,BARREIRO,barreiro,1504S5020300,60,-9.06123982421673,38.6631038803351,{}
EREDES:1504S5022700,E-REDES,DIRECT_EREDES,substation,QUIMIPARQUE,quimiparque,1504S5022700,60,-9.06230829350075,38.6699867695163,{}
EREDES:1506S5031400,E-REDES,DIRECT_EREDES,substation,MOITA,moita,1506S5031400,60,-8.99020217413639,38.630558790395,{}
EREDES:1513S5907600,E-REDES,DIRECT_EREDES,substation,SINES,sines,1513S5907600,60,-8.78649219178279,37.9456948412733,{}
EREDES:1201S5904100,E-REDES,DIRECT_EREDES,substation,ALTER DO CHÃO,alter do chao,1201S5904100,60,-7.6637467436579,39.1892699403809,{}
EREDES:0509S5003300,E-REDES,DIRECT_EREDES,substation,SERTÃ,serta,0509S5003300,60,-8.09078263269088,39.8012759989275,{}
EREDES:1404S5904400,E-REDES,DIRECT_EREDES,substation,ALPIARÇA,alpiarca,1404S5904400,60,-8.55268933699975,39.2670240195231,{}
EREDES:1415S5636100,E-REDES,DIRECT_EREDES,substation,GLÓRIA,gloria,1415S5636100,60,-8.66247544909662,39.0396472947729,{}
EREDES:1418S5004100,E-REDES,DIRECT_EREDES,substation,SANTA CITA,santa cita,1418S5004100,60,-8.39320109087591,39.554756683008,{}
EREDES:1418S5003600,E-REDES,DIRECT_EREDES,substation,VENDA NOVA (Tomar),venda nova tomar,1418S5003600,60,-8.3760481199526,39.6363211535193,{}
EREDES:1010S5000000,E-REDES,DIRECT_EREDES,substation,MARINHA GRANDE,marinha grande,1010S5000000,60,-8.91890006028061,39.747685032879,{}
EREDES:1015S5904900,E-REDES,DIRECT_EREDES,substation,LOURIÇAL,lourical,1015S5904900,60,-8.7894300087948,40.0274769072192,{}
EREDES:1015S5002300,E-REDES,DIRECT_EREDES,substation,POMBAL,pombal,1015S5002300,60,-8.63490958045611,39.9189343959032,{}
EREDES:1015S5004400,E-REDES,DIRECT_EREDES,substation,RANHA,ranha,1015S5004400,60,-8.6958845086966,39.8732471531011,{}
EREDES:1301S5020200,E-REDES,DIRECT_EREDES,substation,CARNEIRO,carneiro,1301S5020200,60,-7.96898998176557,41.2072486501849,{}
EREDES:1312S5013100,E-REDES,DIRECT_EREDES,substation,BOAVISTA (Porto),boavista porto,1312S5013100,60,-8.65503863858691,41.1636396963523,{}
EREDES:1312S5013200,E-REDES,DIRECT_EREDES,substation,CAMPO ALEGRE,campo alegre,1312S5013200,60,-8.6350770081551,41.1541767069428,{}
EREDES:1312S5013900,E-REDES,DIRECT_EREDES,substation,MONTE DOS BURGOS,monte dos burgos,1312S5013900,60,-8.63385927301313,41.1684540063167,{}
EREDES:1312S5014000,E-REDES,DIRECT_EREDES,substation,PARANHOS,paranhos,1312S5014000,60,-8.60094116222406,41.1725903352502,{}
EREDES:1312S5014100,E-REDES,DIRECT_EREDES,substation,VITÓRIA,vitoria,1312S5014100,60,-8.6138011046564,41.1446794305593,{}
EREDES:1314S5004600,E-REDES,DIRECT_EREDES,substation,AREIAS NORTE,areias norte,1314S5004600,60,-8.48135280435004,41.358263168095,{}
EREDES:1306S5008900,E-REDES,DIRECT_EREDES,substation,MAIA,maia,1306S5008900,60,-8.61553338912147,41.2401945669812,{}
EREDES:1310S5009200,E-REDES,DIRECT_EREDES,substation,REBORDOSA,rebordosa,1310S5009200,60,-8.38120118771066,41.2154434553088,{}
EREDES:1309S5000700,E-REDES,DIRECT_EREDES,substation,PAÇOS DE FERREIRA,pacos de ferreira,1309S5000700,60,-8.36281937740724,41.2837341078485,{}
EREDES:0202S5050400,E-REDES,DIRECT_EREDES,substation,ALMODÔVAR,almodovar,0202S5050400,60,-8.02963783369681,37.4828475610126,{}
EREDES:0202S5052400,E-REDES,DIRECT_EREDES,substation,PORTEIRINHOS,porteirinhos,0202S5052400,60,-8.07184529434999,37.576708146983,{}
EREDES:0210S5052300,E-REDES,DIRECT_EREDES,substation,MOURA,moura,0210S5052300,60,-7.44275213889534,38.1307689006636,{}
EREDES:1610S5025800,E-REDES,DIRECT_EREDES,substation,Vila Nova de Cerveira,vila nova de cerveira,1610S5025800,60,-8.68259166255419,41.9720333376684,{}
EREDES:1603S5021700,E-REDES,DIRECT_EREDES,substation,ROUSSAS,roussas,1603S5021700,60,-8.25117237283766,42.1103260089472,{}
EREDES:1604S5007400,E-REDES,DIRECT_EREDES,substation,TROVISCOSO,troviscoso,1604S5007400,60,-8.45881726001989,42.0707441521895,{}
EREDES:0703S5040900,E-REDES,DIRECT_EREDES,substation,BORBA,borba,0703S5040900,60,-7.46669169837766,38.7925168185332,{}
EREDES:0702S5040700,E-REDES,DIRECT_EREDES,substation,CERÂMICA,ceramica,0702S5040700,60,-7.95003702249888,38.741573531386,{}
EREDES:1823S5009300,E-REDES,DIRECT_EREDES,substation,GUMIEI,gumiei,1823S5009300,60,-8.00552000002215,40.740008176043,{}
EREDES:1823S5009600,E-REDES,DIRECT_EREDES,substation,VISEU,viseu,1823S5009600,60,-7.91935634992506,40.6484468612114,{}
EREDES:1806S5008500,E-REDES,DIRECT_EREDES,substation,MANGUALDE,mangualde,1806S5008500,60,-7.77570391245423,40.6065585957211,{}
EREDES:0907S5007100,E-REDES,DIRECT_EREDES,substation,GUARDA,guarda,0907S5007100,60,-7.28757151518777,40.5385384299677,{}
EREDES:0912S5009000,E-REDES,DIRECT_EREDES,substation,SABUGUEIRO,sabugueiro,0912S5009000,60,-7.66234690427741,40.3968948769083,{}
EREDES:1713S5014700,E-REDES,DIRECT_EREDES,substation,SOUTELO,soutelo,1713S5014700,60,-7.66595698978451,41.4641880343936,{}
EREDES:1712S5015100,E-REDES,DIRECT_EREDES,substation,VALPAÇOS,valpacos,1712S5015100,60,-7.3129256150095,41.6209316075406,{}
EREDES:1106S5478000,E-REDES,DIRECT_EREDES,substation,AMOREIRAS,amoreiras,1106S5478000,60,-9.15785956311857,38.7219701286851,{}
EREDES:1106S5716600,E-REDES,DIRECT_EREDES,substation,ARCO CARVALHÃO,arco carvalhao,1106S5716600,60,-9.16654893033864,38.7225767614757,{}
EREDES:1106S5800800,E-REDES,DIRECT_EREDES,substation,EXPO NORTE,expo norte,1106S5800800,60,-9.09895141997504,38.7856440141005,{}
EREDES:1106S5800000,E-REDES,DIRECT_EREDES,substation,EXPO SUL,expo sul,1106S5800000,60,-9.09992068636528,38.7571332216051,{}
EREDES:1106S5099600,E-REDES,DIRECT_EREDES,substation,NORTE,norte,1106S5099600,60,-9.15739850854142,38.7475541384006,{}
EREDES:1106S5244000,E-REDES,DIRECT_EREDES,substation,PARQUE,parque,1106S5244000,60,-9.15163436792619,38.7299385595374,{}
EREDES:1106S5200200,E-REDES,DIRECT_EREDES,substation,PRAÇA FIGUEIRA,praca figueira,1106S5200200,60,-9.1377033896324,38.7135885141059,{}
EREDES:1106S5140000,E-REDES,DIRECT_EREDES,substation,VALE ESCURO,vale escuro,1106S5140000,60,-9.12799272528189,38.7275352193309,{}
EREDES:1110S5900200,E-REDES,DIRECT_EREDES,substation,BARCARENA,barcarena,1110S5900200,60,-9.26669622815294,38.737082806951,{}
EREDES:1110S5810700,E-REDES,DIRECT_EREDES,substation,LEIÃO,leiao,1110S5810700,60,-9.29422217174542,38.7320114203329,{}
EREDES:1113S5901500,E-REDES,DIRECT_EREDES,substation,BOMBARDEIRA,bombardeira,1113S5901500,60,-9.34538090251774,39.1562721393967,{}
EREDES:1113S5527000,E-REDES,DIRECT_EREDES,substation,CASALINHOS DE ALFAIATA,casalinhos de alfaiata,1113S5527000,60,-9.34368339664191,39.0945815661526,{}
EREDES:1111S5749400,E-REDES,DIRECT_EREDES,substation,JANAS,janas,1111S5749400,60,-9.40591268480081,38.8259035746782,{}
EREDES:1111S5900300,E-REDES,DIRECT_EREDES,substation,RANHOLAS,ranholas,1111S5900300,60,-9.36082840635402,38.7841653658077,{}
EREDES:1115S5528500,E-REDES,DIRECT_EREDES,substation,CASAL SÃO BRÁS,casal sao bras,1115S5528500,60,-9.22542383473999,38.7687333692467,{}
EREDES:1115S5191000,E-REDES,DIRECT_EREDES,substation,VENDA NOVA (Amadora),venda nova amadora,1115S5191000,60,-9.21507070373578,38.7527028239781,{}
EREDES:0101S5000600,E-REDES,DIRECT_EREDES,substation,AGUEDA,agueda,0101S5000600,60,-8.45671297621331,40.5931354341641,{}
EREDES:0101S5001600,E-REDES,DIRECT_EREDES,substation,BARRÔ,barro,0101S5001600,60,-8.45500794583358,40.5339021723744,{}
EREDES:0113S5008000,E-REDES,DIRECT_EREDES,substation,OLIVEIRA DE AZEMÉIS,oliveira de azemeis,0113S5008000,60,-8.49014193723323,40.8427939616871,{}
EREDES:0109S5014500,E-REDES,DIRECT_EREDES,substation,FEIRA,feira,0109S5014500,60,-8.52896569062469,40.9464719158103,{}
EREDES:0109S5020900,E-REDES,DIRECT_EREDES,substation,NOGUEIRA DA REGEDOURA,nogueira da regedoura,0109S5020900,60,-8.59641419508294,41.0074571000553,{}
EREDES:0603S5005300,E-REDES,DIRECT_EREDES,substation,ALTO DE SÃO JOÃO,alto de sao joao,0603S5005300,60,-8.40058055013199,40.1933056641091,{}
EREDES:0603S5005200,E-REDES,DIRECT_EREDES,substation,RELVINHA,relvinha,0603S5005200,60,-8.43925500646498,40.2340158626633,{}
EREDES:0615S5006300,E-REDES,DIRECT_EREDES,substation,ALFARELOS,alfarelos,0615S5006300,60,-8.6387034538877,40.1559657797208,{}
EREDES:0804S5062300,E-REDES,DIRECT_EREDES,substation,CASTRO MARIM,castro marim,0804S5062300,60,-7.47888826129034,37.2604627073843,{}
